"","Participant.ID","Timestamp","Center","Left","Right","Answer","Alg.Label","Response.Time..s.","Participant.ID.sub","Condition","Session"
"1","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","cow.jpg","duck.jpg","raccoon.jpg","raccoon.jpg","UncertaintySampling","8.168","p010","young","young"
"2","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","elephant.jpg","penguin.jpg","swan.jpg","penguin.jpg","RandomSampling","4.498","p010","young","young"
"3","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","rooster.jpg","raccoon.jpg","squirrel.jpg","squirrel.jpg","UncertaintySampling","4.631","p010","young","young"
"4","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","giraffe.jpg","elephant.jpg","duck.jpg","elephant.jpg","UncertaintySampling","4.595","p010","young","young"
"5","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","elephant.jpg","duck.jpg","cow.jpg","cow.jpg","UncertaintySampling","5.154","p010","young","young"
"6","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","ostrich.jpg","duck.jpg","squirrel.jpg","duck.jpg","UncertaintySampling","4.226","p010","young","young"
"7","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","bird.jpg","giraffe.jpg","squirrel.jpg","giraffe.jpg","RandomSampling","5.484","p010","young","young"
"8","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","squirrel.jpg","penguin.jpg","owl.jpg","owl.jpg","RandomSampling","5.283","p010","young","young"
"9","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","zebra.jpg","cow.jpg","bird.jpg","cow.jpg","RandomSampling","4.339","p010","young","young"
"10","99b6f3ffa1bd8598bb5fe7fcc41cd5_p010","2017-01-01 07:35:01.01","monkey.jpg","elephant.jpg","swan.jpg","elephant.jpg","UncertaintySampling","4.345","p010","young","young"
